!#Experiment  Id= 2.3:
!Initial Temp=850 C
!Cylinder(50,150)
!Quenchant=Isorapid227HM
!time	t1	t2	t3	t4
99.5	159.748049	224.234277	311.648981	216.419438
100	158.873106	223.257978	310.078318	215.620994
100.5	158.003046	222.38716	308.543753	214.830026
101	157.15573	221.480889	306.977179	214.081588
101.5	156.435944	220.648708	305.433925	213.44721
102	155.64842	219.521795	303.954157	212.867285
102.5	154.803645	218.56416	302.439198	212.269158
103	154.101137	217.676962	300.933892	211.615896
103.5	153.48474	216.597723	299.463844	211.048469
104	152.814996	215.642264	297.992906	210.437055
104.5	152.129913	214.763353	296.5404	209.775825
105	151.388545	213.880976	295.106338	208.943213
105.5	150.720044	213.005119	293.657426	208.148097
106	150.255276	212.25817	292.231232	207.432346
106.5	149.839629	211.023076	290.787004	206.743455
107	149.310285	210.048991	289.383299	205.948884
107.5	148.741527	209.184132	287.9771	205.009276
108	148.165973	208.557801	286.604938	203.895476
108.5	147.399713	207.577802	285.224873	202.828214
109	146.470888	206.393897	283.863754	201.865946
109.5	145.55122	205.596245	282.485002	200.927032
110	144.737162	204.933839	281.156393	199.968189
110.5	143.98477	204.341834	279.816707	199.090234
111	143.25778	203.825373	278.459129	198.124149
111.5	142.52159	203.257907	277.165582	197.179368
112	141.703394	202.68922	275.869788	196.262661
112.5	140.8003	202.054381	274.564485	195.438336
113	140.049105	201.338244	273.288881	194.777939
113.5	139.533887	200.750516	271.992196	194.068578
114	139.166087	200.108492	270.726602	193.247806
114.5	138.738761	199.387713	269.476924	192.495947
115	138.217215	198.641245	268.21819	191.86824
115.5	137.707076	197.849292	266.978799	191.277324
116	137.25685	196.906574	265.740808	190.583158
116.5	136.543327	196.17268	264.519466	189.798318
117	135.881764	195.490205	263.299082	188.977097
117.5	135.273717	194.761092	262.085581	188.227865
118	134.737963	194.034955	260.871449	187.631731
118.5	134.146356	193.199736	259.684506	187.12648
119	133.465679	192.387761	258.495588	186.492815
119.5	132.925862	191.81271	257.321811	185.78224
120	132.570123	191.077787	256.128481	185.11781
120.5	132.171577	190.264071	254.965614	184.528194
121	131.822406	189.363633	253.808106	183.912016
121.5	131.431817	188.511871	252.677469	183.359002
122	130.891918	187.784768	251.52614	182.80553
122.5	130.397305	186.860028	250.397365	182.168645
123	129.82314	186.116128	249.257045	181.513135
123.5	129.205439	185.407651	248.169798	180.873027
124	128.75615	184.8721	247.055675	180.29469
124.5	128.336032	184.344243	245.954787	179.772528
125	127.973658	183.756033	244.877711	179.131327
125.5	127.658929	183.183446	243.780857	178.377633
126	127.145786	182.385291	242.708077	177.612341
126.5	126.52354	181.704841	241.648603	176.886007
127	125.863818	181.136263	240.580845	176.191174
127.5	125.256648	180.512246	239.541829	175.492204
128	124.752434	179.761735	238.532975	174.827527
128.5	124.232161	178.990295	237.464311	174.173853
129	123.749011	178.024376	236.443781	173.491831
129.5	123.248203	177.404937	235.429977	172.865288
130	122.759857	177.131687	234.417378	172.30748
130.5	122.304709	176.880808	233.409448	171.70922
131	121.853557	176.553067	232.408274	171.036074
131.5	121.495956	175.92464	231.415253	170.392563
132	121.194709	175.323509	230.433398	169.772863
132.5	120.931105	174.7513	229.470348	169.172082
133	120.668679	174.040582	228.511112	168.653495
133.5	120.391946	173.462884	227.529352	168.080531
134	120.131425	172.876621	226.589549	167.526708
134.5	119.679935	172.139095	225.64735	166.946207
135	119.135708	171.374657	224.687258	166.346017
135.5	118.70746	170.72366	223.78192	165.756606
136	118.340734	170.203057	222.831397	165.19494
136.5	117.862653	169.484023	221.898168	164.571293
137	117.397664	168.735544	221.006344	164.034194
137.5	116.896663	167.901113	220.088777	163.40074
138	116.334914	167.014737	219.180908	162.800615
138.5	115.789476	166.275953	218.273013	162.221957
139	115.345256	165.476386	217.372983	161.692165
139.5	114.917041	164.74252	216.499847	161.222131
140	114.490748	163.961148	215.608392	160.705029
140.5	114.01033	163.257073	214.727152	160.075186
141	113.652541	162.657667	213.859854	159.427361
141.5	113.316146	162.005404	213.008602	158.849512
142	113.013832	161.542759	212.128129	158.330699
142.5	112.668717	161.126385	211.276025	157.837953
143	112.223932	160.636694	210.406082	157.330212
143.5	111.864242	160.142431	209.576849	156.828354
144	111.486045	159.598341	208.730719	156.369244
144.5	110.976321	158.988669	207.886516	155.900933
145	110.47014	158.488858	207.070983	155.394224
145.5	109.924938	157.998407	206.246469	154.886447
146	109.407059	157.425231	205.425768	154.43159
146.5	108.863536	156.803235	204.606558	154.042601
147	108.333973	156.25162	203.779076	153.63421
147.5	107.918528	155.655142	203.00126	153.226577
148	107.539802	154.885678	202.202858	152.731249
148.5	107.229417	154.315902	201.405277	152.295743
149	106.88993	153.803229	200.600608	151.818416
149.5	106.400924	153.401129	199.830526	151.227784
150	105.924695	152.956249	199.048482	150.526705
150.5	105.573022	152.585766	198.266352	149.861906
151	105.303157	152.166721	197.514183	149.228043
151.5	104.955211	151.643822	196.742379	148.613765
152	104.565569	151.157824	195.977959	148.026225
152.5	104.136963	150.530563	195.233973	147.471412
153	103.708452	149.909245	194.474557	146.935212
153.5	103.340715	149.247853	193.729764	146.424543
154	102.986129	148.636807	192.999135	145.894364
154.5	102.712563	148.12807	192.274057	145.401708
155	102.494504	147.639777	191.533098	144.951396
155.5	102.215819	147.285351	190.814242	144.609627
156	101.973242	146.954079	190.082075	144.259145
156.5	101.762025	146.499525	189.37878	143.893035
157	101.40997	146.152436	188.658921	143.470944
157.5	101.046709	145.719285	187.942774	143.064156
158	100.743891	145.29776	187.229646	142.627477
158.5	100.508696	144.865932	186.53632	142.183744
159	100.338624	144.540098	185.841127	141.76292
159.5	100.126672	144.215697	185.161782	141.330202
160	99.785253	143.852132	184.462399	140.935582
160.5	99.374765	143.439504	183.780503	140.580191
161	99.040669	143.022346	183.084404	140.227396
161.5	98.799809	142.756276	182.412323	139.846575
162	98.523191	142.520437	181.742125	139.393553
162.5	98.157495	142.191276	181.03653	138.830644
163	97.820434	141.871846	180.381061	138.320575
163.5	97.518516	141.454773	179.734241	137.907924
164	97.272647	140.895659	179.062987	137.560896
164.5	97.081909	140.433649	178.398759	137.198067
165	96.814272	140.022627	177.755303	136.79508
165.5	96.485504	139.552762	177.101171	136.379999
166	96.192529	139.1387	176.480393	135.97282
166.5	95.87756	138.606924	175.81424	135.587782
167	95.592078	138.066551	175.202403	135.169751
167.5	95.340567	137.687529	174.578737	134.736659
168	95.123241	137.298235	173.962109	134.252248
168.5	94.978742	136.841208	173.340179	133.791831
169	94.826612	136.37418	172.712021	133.330612
169.5	94.60686	135.984005	172.109065	132.989934
170	94.316358	135.656853	171.493832	132.587627
170.5	94.03465	135.230079	170.892395	132.196185
171	93.783295	134.776308	170.294514	131.817436
171.5	93.580478	134.271227	169.684133	131.425703
172	93.359934	133.705471	169.074056	131.08355
172.5	93.133571	133.064185	168.50174	130.738255
173	92.887692	132.443075	167.882505	130.412039
173.5	92.729622	131.975088	167.324054	130.062751
174	92.583686	131.57759	166.725441	129.810162
174.5	92.426981	131.113266	166.159461	129.562187
175	92.282633	130.724206	165.575888	129.280825
175.5	92.090254	130.29423	164.982168	129.018505
176	91.888911	129.909013	164.402481	128.722354
176.5	91.616211	129.557305	163.837054	128.366078
177	91.31773	129.128527	163.27566	128.009188
177.5	90.991007	128.690242	162.715513	127.651913
178	90.692366	128.231247	162.150341	127.350962
178.5	90.406317	127.867522	161.583168	127.063323
179	90.168525	127.49907	161.039308	126.766588
179.5	89.897106	127.038557	160.477658	126.475389
180	89.698828	126.573138	159.920049	126.194521
180.5	89.491815	126.091162	159.390385	125.939746
181	89.230097	125.743875	158.83389	125.629725
181.5	88.993291	125.484826	158.297215	125.259234
182	88.761883	125.203205	157.762489	124.898413
182.5	88.501344	124.888292	157.237598	124.521687
183	88.275127	124.55426	156.69564	124.187725
183.5	88.105417	124.241519	156.175808	123.892395
184	87.948494	123.929977	155.652824	123.627235
184.5	87.782611	123.572856	155.122984	123.363028
185	87.619426	123.20121	154.601354	123.042064
185.5	87.46499	122.868417	154.083994	122.680111
186	87.268647	122.517218	153.581557	122.298854
186.5	87.07254	122.17863	153.048646	121.940477
187	86.883614	121.869057	152.551499	121.647129
187.5	86.674978	121.565921	152.033382	121.382315
188	86.395319	121.232533	151.550086	121.103644
188.5	86.132037	120.993072	151.025926	120.783786
189	85.884904	120.784169	150.532646	120.472643
189.5	85.682817	120.489652	150.049178	120.148577
190	85.468866	120.149642	149.538288	119.83459
190.5	85.266127	119.844989	149.05872	119.547065
191	85.016133	119.462542	148.552665	119.313985
191.5	84.85239	119.171439	148.081847	119.09277
192	84.660206	118.805069	147.593565	118.835177
192.5	84.433315	118.339369	147.119709	118.54327
193	84.210466	117.903587	146.609922	118.222298
193.5	84.012934	117.449955	146.157054	117.843397
194	83.775324	117.080089	145.683501	117.463897
194.5	83.535934	116.735528	145.202894	117.119941
195	83.331039	116.323327	144.7427	116.842189
195.5	83.145409	115.809464	144.2653	116.584252
196	82.90045	115.572121	143.811534	116.34294
196.5	82.682594	115.39158	143.344259	116.089848
197	82.471686	115.086634	142.885157	115.82521
197.5	82.312055	114.74633	142.431226	115.526319
198	82.177055	114.360475	141.976474	115.227707
198.5	82.038028	114.097008	141.548088	114.930282
199	81.796026	113.821557	141.0675	114.604535
199.5	81.591641	113.536621	140.626639	114.294508
200	81.377189	113.315012	140.172059	113.989981
200.5	81.151775	113.093884	139.739221	113.715227
201	80.85698	112.919496	139.290137	113.403998
201.5	80.538247	112.624052	138.844836	113.030459
202	80.257128	112.240252	138.411599	112.688515
202.5	79.921409	111.971665	137.980299	112.365907
203	79.646577	111.734844	137.558982	112.109766
203.5	79.447844	111.531588	137.116607	111.837573
204	79.315581	111.257218	136.700766	111.560437
204.5	79.138114	110.828868	136.284097	111.285836
205	78.929992	110.548945	135.862924	111.006294
205.5	78.788113	110.310728	135.436793	110.745594
206	78.637732	109.943728	135.035789	110.480177
206.5	78.488471	109.612563	134.621784	110.201667
207	78.298038	109.348219	134.217283	109.914598
207.5	78.129314	108.993858	133.827558	109.656999
208	78.008478	108.672821	133.400057	109.377033
208.5	77.848707	108.412685	133.004771	109.144854
209	77.645752	108.179951	132.597415	108.900261
209.5	77.457791	107.927121	132.209181	108.640771
210	77.300935	107.610114	131.815299	108.348973
210.5	77.168246	107.261742	131.43113	108.090919
211	77.010496	106.883828	131.006255	107.845562
211.5	76.822541	106.538077	130.635774	107.616744
212	76.657634	106.301511	130.260102	107.349975
212.5	76.422246	106.042837	129.871457	107.121218
213	76.210353	105.836601	129.488392	106.844577
213.5	75.995105	105.63513	129.103578	106.609102
214	75.794849	105.413808	128.698709	106.317851
214.5	75.64337	105.161126	128.333057	106.052172
215	75.490774	104.913444	127.965652	105.768686
215.5	75.278436	104.663085	127.591004	105.493825
216	75.072363	104.415016	127.208892	105.239551
216.5	74.918648	104.136738	126.853152	104.990505
217	74.760904	103.95959	126.46343	104.787769
217.5	74.529099	103.843607	126.11287	104.555484
218	74.298635	103.665132	125.732681	104.320745
218.5	74.068394	103.446291	125.366508	104.06437
219	73.895209	103.204693	125.02713	103.850674
219.5	73.760732	102.989286	124.644668	103.641514
220	73.630953	102.829382	124.292193	103.432828
220.5	73.517284	102.630478	123.94869	103.263865
221	73.374302	102.391684	123.591338	103.065594
221.5	73.243179	102.091371	123.25231	102.882679
222	73.078042	101.86301	122.890997	102.67926
222.5	72.913128	101.652255	122.532724	102.493449
223	72.732325	101.368728	122.170194	102.304949
223.5	72.519744	101.114309	121.839652	102.122555
